source,Assigned Topic,,source,content,Assigned Topic
infowars,Economy,9150,infowars,"The Biden regime failed to pay National Guard troops their year-end pay on time during the week of Christmas, according to reports.

This comes after Biden and Congress approved another $45 billion aid package to Ukraine and the House passing a $1.7 trillion spending plan.

“Hello gents,” began a letter sent to members of the National Guard, obtained by The Post Millennial, “if you have been tracking, the pay issue that has been plaguing the unit and the division as well.”

“You are probably already tracking there are pay issues. Many soldiers were due pay today.”

“They received LES but did not receive funds,” the letter noted, referring to a Leave and Earning Statement, a pay stub without accompanying funds.

The letter added the lack of pay is a “nation wide” issue, which “seems to be at DFAS [Defense Finance and Accounting Service] and is related to the CR.”

“This is unfortunate and can cause serious issues and aggravation across the formation which are understandable. Especially 2 days before Christmas,” the letter stated. “I think the messaging is important that it’s understood the issues are at the highest levels and that everyone in the Division and State are pushing for immediate resolution.”

Another email posted on Twitter by Georgia National Guard soldier James Jarrett revealed that payments won’t be fulfilled until the 2023 budget is signed by Congress.

“All payments scheduled for 23 DEC are being held until the new FY23 budget is fully approved and signed congress passed the FY23 budget yesterday the housr [sic] has to approve it and then to POTUS to sign hopefully by today.”

“With that being said, DFAS is holding all payments until new budget is signed,” the email continued. “From what im being told funds hopefully will be released tonight if it’s signed by POTUS today.”

Meanwhile, the House approved the $1.7 trillion spending plan on Friday, $45 billion of which is earmarked for Ukraine.

The bill will now head to Biden’s desk.

Ukrainian President Volodymyr Zelensky feels so entitled to U.S. taxpayer money that he even complained to Biden that $45 billion wasn’t enough!

Ironically, Biden had spouted platitudes on Twitter about taking care of American soldiers just a day before Congress approved billions of dollars to Ukraine.

“We have a lot of obligations as Americans, but we have only one sacred obligation: To prepare those we send to war and care for them and their families when they come home,” he tweeted Wednesday.

If this unfortunate development doesn’t expose the Biden regime’s America Last priorities, than nothing does.

Fortunately, The Post Millennial reported an update that paychecks were finally being processed at approximately 12am on Christmas Eve.",Economy
infowars,Economy,7593,infowars,"At least 20 million households — or about 1 in 6 American homes — are behind on their power bills as soaring electricity prices spark what is said to be the worst-ever crisis in late utility payments, according to Bloomberg, citing data from the National Energy Assistance Directors Association (Neada).

Neada said electricity prices had increased significantly since 2020 after a decade of stagnation. The steep rise has resulted in billions of dollars in overdue power bills.

Electricity inflation is being propelled by soaring costs of fossil fuels, such as natural gas, coal, and petroleum.

NatGas fuels about 40% of the US power grid and soared to the highest levels since 2008 on Tuesday.

The chart below shows for the two decades, real electricity prices were relatively flat, except for the commodity boom times around the 2008 GFC. Now CPI less energy has peaked, though electricity continues to rise to a blistering 30% year on year.

Utility shutoffs have become more common across the US as some lower-tier households are thousands of dollars behind on their power bills.

Jean Su, a senior attorney at the Center for Biological Diversity, which tracks utility disconnections across the US, warned of a “tsunami of shutoff” as the highest inflation in forty years eats away wages and has financially devastated the working poor.

Adrienne Nice is one of those struggling Americans who is more than $3,000 behind on utility bills. Last month, she received a “final notice” from power company Xcel Energy Inc., who turned off the electricity to her studio apartment in Minneapolis as temperatures approached near triple digits.

Nice found it near impossible to save money for utility expenses that have doubled over the past year as food, shelter, and gas prices have also skyrocketed. Her low-paying job as a housecleaner has left her in energy poverty.

Across the country, power companies reported a surge in non-payment customers. California’s PG&E Corp said there had been a 40% jump in the number of residential customers behind on payments since February 2020. New Jersey’s Public Service Enterprise Group said customers at least 90 days late have risen 30% since March.

Readers know that low-tier consumers are financially tapped out. They’ve maxed out credit cards, depleted savings, and have seen wage gains wiped out due to inflation. It comes as no surprise the US is becoming more like Europe, where energy poverty has doomed millions of households.

It’s only a matter of time before the Biden administration starts handing out stimmy checks for electricity bills.",Economy
infowars,Election,6145,infowars,"All 22 candidates in Ohio and Indiana endorsed by former President Donald J. Trump completed a clean sweep of Tuesday’s primaries, indicating the strength of a Trump endorsement is as mighty as it has ever been.

What we saw in Texas earlier this year was confirmed yet again tonight: President Trump’s endorsement is the most important endorsement in politics. His endorsed candidates are a combined 55-0 in 2022 primaries, a continuation of the historic endorsement streak of success that started during his time at The White House.

Populist candidate J.D. Vance’s win in the crowded Ohio Senate primary is welcome news to other Trump-endorsed candidates and is a potential harbinger of things to come in upcoming races in other states. Making Vance’s victory all the more impressive was his ability to stave off the crowded senate field with three other candidates who sought Trump’s endorsement, in addition to being targeted by the Republican establishment and donor class. Vance, who authored the best-selling book Hillbilly Elegy, received Trump’s endorsement on April 15 and enjoyed a substantial boost in the polls following the 45th President’s nod. Trump’s team tells Breitbart News that Vance was polling around ten percent in fifth place before Trump’s backing. He took home 32 percent of the vote Tuesday.

JD Vance put in tremendous work and has immense political talent—which put him in the position to earn the support of President Trump—but it was the endorsement of President Donald J. Trump that took a candidate who many insiders said was in 4th and at single digits in the polls, and in only two weeks, propelled him into a commanding first place finish. The power of President Trump’s endorsement is undeniable, his dominance over the Republican powerbrokers in D.C. cannot be overstated, and the promise of this MAGA Movement will not just define the Midterms, but it will win for years to come.",Election
infowars,Election,5148,infowars,"Former President Donald Trump responded to former Vice President Mike Pence’s claim that he couldn’t overturn the 2020 election, noting that such an action is constitutional if election fraud exists.

“Just saw Mike Pence’s statement on the fact that he had no right to do anything with respect to the Electoral Vote Count, other than being an automatic conveyor belt for the Old Crow Mitch McConnell to get Biden elected President as quickly as possible,” Trump stated Friday.

“Well, the Vice President’s position is not an automatic conveyor if obvious signs of voter fraud or irregularities exist. That’s why the Democrats and RINOs are working feverishly together to change the very law that Mike Pence and his unwitting advisors used on January 6 to say he had no choice.”

“The reason they want it changed is because they now say they don’t want the Vice President to have the right to ensure an honest vote,” the former president conitnued. “In other words, I was right and everyone knows it. If there is fraud or large scale irregularities, it would have been appropriate to send those votes back to the legislatures to figure it out.”

“The Dems and RINOs want to take that right away. A great opportunity lost, but not forever, in the meantime our Country is going to hell!” he added.

Pence had defended his decision to certify the stolen 2020 election Friday during a speech to the Federalist Society in Florida.

“There are those in our party who believe that as the presiding officer over the joint session of Congress, I possessed unilateral authority to reject Electoral College votes. And I heard this week that President Trump said I had the right to ‘overturn the election,'”Pence said.

“President Trump is wrong. I had no right to overturn the election,” he added.

As Trump pointed out, Democrat lawmakers are hard at work in their effort to advance legislation that would strip the vice president of Constitutional powers Pence claims he never had to begin with.

“If the Vice President (Mike Pence) had ‘absolutely no right’ to change the Presidential Election results in the Senate, despite fraud and many other irregularities, how come the Democrats and RINO Republicans, like Wacky Susan Collins, are desperately trying to pass legislation that will not allow the Vice President to change the results of the election?” Trump asked last week.

“Actually, what they are saying, is that Mike Pence did have the right to change the outcome, and they now want to take that right away,” he added.

AZ Candidate For Governor Has Amazing Response To Election Integrity Question",Election
infowars,Election,7676,infowars,"Republican ranking members of powerful Senate committees demanded Meta CEO Mark Zuckerberg turn over any documents detailing the FBI’s interference in the 2020 election.

Sen. Chuck Grassley (R-Iowa), ranking member of the Senate Judiciary Committee, and Sen. Ron Johnson (R-Wisc.), ranking member of the Permanent Subcommittee on Investigations, issued a letter Monday to Zuckerberg demanding an explanation of his company’s role in suppressing the Hunter Biden story at the behest of the FBI to help Joe Biden’s 2020 presidential campaign.

“The American people deserve to know whether the FBI used Facebook as part of their alleged plan to discredit information about Hunter Biden,” said the letter, which was obtained and published by the New York Post. “If so, Congress and the American people require clarity with respect to the extent the FBI communicated with Facebook during the 2020 election about Hunter Biden-related information.”

The senators referred to a recent interview Zuckerberg had with podcast host Joe Rogan as evidence of FBI election interference.

“On the August 25, 2022, episode of the podcast, the Joe Rogan Experience, you noted that at some point leading up to the 2020 election the FBI came to Facebook with a warning: ‘Basically the background here is the FBI, I think basically came to us – some folks on our team – and was like, ‘Hey, just so you know, you should be on high alert. We thought that there was a lot ofRussian propaganda in the 2016 election. We have it on notice that basically there’s about to be some kind of dump that’s similar to that. So just be vigilant’,” the letter stated.

“You appeared to indicate that as a result of the FBI’s warning, Facebook eventually tooksteps to censor news articles about Hunter Biden’s laptop. Specifically, you said that ‘distribution’ of those articles on Facebook was decreased and explained that ‘the ranking an newsfeed was a little bit less. So fewer people saw it than would have otherwise.’ Although you noted that users could still share the articles, you clarified that the number of users who could see it decreased by a ‘meaningful’ amount,” the letter added.

The senators then requested documents showing Meta’s internal communications with government agencies, discussions of the New York Post’s Hunter Biden laptop story, and all correspondence with the FBI showing its 2020 election interference:

1. All records between and among Facebook, FBI, Department of Justice, and other government agency employees referring or relating to Hunter Biden including, but not limited to, Russian disinformation, Hunter Biden’s laptop, and Senator Johnson’s and Senator Grassley’s investigation into Hunter Biden’s business dealings, from July 1, 2020 to July 1, 2021. 2. The names of the Justice Department and FBI officials who communicated with Facebook regarding Russian disinformation during the 2020 election. 3. The names of the Facebook officials who the Justice Department and FBI made contact with during the 2020 election. 4. The dates of when Facebook decreased the distribution of articles relating to Hunter Biden’s laptop

The FBI’s claim to Meta that the Hunter Biden laptop story is Russian disinformation is extremely concerning given the bureau had been in possession of the laptop since 2019.

“Either way, the FBI lied to Facebook and presumptively Twitter and many other media outlets. If the FBI had analyzed the laptop, it knew it was not Russian disinformation; if agents had not yet assessed the material, it had no basis to claim it was Russian disinformation,” wrote the Federalist’s Margot Cleveland.

Meanwhile, the FBI launched into damage control over the weekend, insisting that it “routinely” warns tech companies about “potential threat information.”

This also comes as a lead FBI special agent behind the Mar-a-Lago raid was forced to resign after it was revealed that he was blocking criminal inquiries into Hunter Biden’s laptop prior to the 2020 election.",Election
infowars,Election,7007,infowars,"Joe Biden released a statement late Friday morning blaming the assassination of former Japanese Prime Minister Shinzo Abe on “gun violence.”

“I am stunned, outraged, and deeply saddened by the news that my friend Abe Shinzo, former Prime Minister of Japan, was shot and killed while campaigning,” Biden wrote in a statement appearing on the White House website.

“This is a tragedy for Japan and for all who knew him. I had the privilege to work closely with Prime Minister Abe.”

Abe was shot and killed during a campaign speech in Nara City Friday.

Biden went on to condemn the scourge of “gun violence” as being responsible for Abe’s death, despite the fact guns are almost completely banned in the island nation.

“While there are many details that we do not yet know, we know that violent attacks are never acceptable and that gun violence always leaves a deep scar on the communities that are affected by it,” Biden stated.

Indeed, Japan’s strict gun laws make firearms very difficult to obtain making shooting deaths extremely rare, with only 9 deaths reported in 2018.

CNN reports: “Under Japan’s firearms laws, the only guns permitted for sale are shotguns and air rifles — handguns are outlawed. But getting them is a long and complicated process that requires effort — and lots of patience.”

However, it’s apparent even the strictest gun laws could not prevent assassin Tetsuya Yamagami from carrying out his deadly act, as it is reported he fabricated his own improvised weapon.

It appears in this case, as with almost every other shooting, the assassin’s motives and state of mind are more to blame for his violence than the gun he used; however, with the Biden administration’s war on the Second Amendment well underway, it’s impossible to let a good crisis go to waste.",Election
infowars,Election,8808,infowars,"Supporters of former president Donald Trump cried foul when social media sites owned by liberal billionaires banned all mention of the large body evidence of high-stakes international graft by his rival Joe Biden’s son Hunter.

Elon Musk’s apparent pledge to reveal internal Twitter debates on suppressing the Hunter Biden ‘Laptop from Hell’ story could have wide-reaching political repercussions, commentators say.

Musk dropped a heavy hint on the social media site on Thursday that he would publish internal company messages that led to the decision to suspend the New York Post Twitter account and block all tweets linking to the report on its website, just a month before the 2020 US presidential election that saw Joe Biden take power in Washington.

The computer, abandoned at a Delaware repair shop, contained photos of the President’s son naked with prostitutes and taking hard drugs along with incriminating emails and SMS messages implicating him at the centre of a political cash-for-influence conspiracy.

The South African tech tycoon said the action was necessary to “restore public trust” in Twitter.

But how serious is Musk about opening up on scandals at the social network he bought last month?

Tiberio Graziani, chairman for vision and global trends at the International Institute for Global Analyses, told Sputnik that the situation put Twitter’s new owner in a position of power.

Obviously, “Musk could really expose Hunter Biden’s private and secret conversations,” Graziani pointed out, “but he could also negotiate if, how and when to make them public.”

The analyst observed that the scandal was also an opportunity for Musk to stamp his mark on the site he acquired in a sharply-contested takeover, just as the US and the world could be about to witness major power shifts.

“In a particularly stormy period between the West and Russia, the intention expressed by Elon Musk to reveal the documents about Twitter’s decision to ban the Hunter Biden laptop story constitutes a good launch for ‘his’ Twitter and, indirectly, accredits the new owner of this social network as a new hero, as he dares to challenge the power group that refers to President Biden,” Graziani said.

The Twitter memos, once made public, would “become elements that the political struggle will exploit in order to influence the current presidency and, in perspective, the campaign for the 2024 presidential election,” he added.

It was not only Big Tech barons like Twitter’s Jack Dorsey and Facebook’s* Mark Zuckerberg who conspired to bury the Hunter Biden story, but also the Democratic Party, intelligence agents, the FBI and journalists, who insisted it was “Russian disinformation” designed to benefit former president Donald Trump.

The issue of so-called ‘Russian’ disinformation has been — at least since the 2016 presidential campaign — a constant in the US domestic political debate,” Graziani said. “It has become a sort of mantra, difficult to eradicate.”

Professor Charles M. Elson, director of the Weinberg Center for Corporate Governance at the University of Delaware, believed Musk was serious about releasing the internal Twitter records, but “it really depends on what’s in them.”

“Why was it blocked?” he asks of the “Laptop from hell” report. “There was a political motivation to it, which I think is important to determine. And if so, that has some repercussions on our system.”

Elson said Twitter would be justified in publishing the private conversations between staff — and allowing users to post details of the material on Hunter Biden’s hard drive — as they dealt with “an act that harmed public trust by withholding it.”

“Any time you put something in writing, you can expect at some point it becomes public,” he stressed. “If it’s in writing, it may very well appear somewhere.”

Come Carpentier de Gourdon is the Convener of the Editorial Board of the World Affairs Journal, a quarterly publication dedicated to international issues, and an associate of the International Institute for Social and Economic Studies (IISES).

He told Sputnik it was apparent that Musk had decided to support Donald Trump in his bid to regain the presidency in 2024, after becoming “very politicized” by the Democrats’ liberal polices and attempts to censor information.

De Gourdon said airing the decision-making process would have “huge” support in the US. “Something like 70 percent of Americans, according to some polls, want to release the information which was withheld, according to reports, because of the intervention of the FBI.”

“I would expect Musk to release information because he likes the publicity and he likes suspense”, he added.

However, the editor does not think Musk will reveal anything new, “Given that most of that information is already publicly available on the net because of the transcript of the laptop.”

“The very principle of social media is that they can be hacked or sometimes released by anonymous sources,” de Gourdon pointed out. All Musk could present would be “data on what really happened and what reasons the FBI invoked for trying to prevent the release of the information” — and who told the federal agency to declare it “Russian disinformation.”

With the Republicans, who gained a slim majority in the House of Representatives in the November midterms, announcing an investigation into the Bidens’ dealings, the current affairs expert did not think Twitter’s potential release of more information would make a difference.

“But the volume of information available from something like 125,000 messages from the laptop, plus the number of e-mails and other documentary evidence that by itself is a very, very major problem which the Bidens will have to explain and answer for,” de Gourdon stressed.

“I’m sure he is going to be under a very heavy pressure not to reveal everything,” he said of Musk “But on the other hand, he’s obviously in contact with some Republicans. He would consider it in the interest of the Republican Party for the information [to get] out, especially if it is indeed very damaging to Biden’s family.”

*Facebook is banned in Russia over extremist activities.",Election
infowars,Election,5051,infowars,"A satirical Nancy Pelosi (D-CA) re-election video posted by conservative podcaster Benny Johnson has been shared online more times than Pelosi’s actual post announcing her decision to run for office once again.

Pinned to the top of the Democrat congresswoman’s Twitter page is a video of Pelosi announcing she’s running for re-election.

“While we have made progress much more needs to be done to improve people’s lives,” Pelosi wrote. “This election is crucial: nothing less is at stake than our Democracy. But we don’t agonize, we organize. I am running for re-election to Congress to deliver For The People and defend Democracy.”

Footage of the decaying state of California was added to the background of the announcement, with Johnson titling the new clip, “Accurate Nancy Pelosi re-election video.”

As Pelosi panders to the liberal mob in the re-election declaration, viewers can see images of the poop-filled streets of San Francisco, mass looting of retail shops, heroin needles, rampant homelessness and more.

After the mock re-election video surpassed Pelosi’s original post in shares, Johnson captured it with a screenshot and posted, “LOL REKT.”

At the time of writing this article, Benny Johnson’s post has 4.5k retweets while Pelosi’s pinned video has 4.2k.

Watch a recent Tucker Carlson discussion about the next U.S. election.",Election
infowars,Election,5794,infowars,"The Czech Republic has become the first NATO country to deliver tanks and heavy infantry equipment to Ukraine following President Volodymyr Zelensky’s pleas for help from the West.

Over a dozen T-72 tanks, BVP-1 infantry fighting vehicles, and howitzer artillery pieces were shipped to Slovakia en route to Ukraine, broadcaster Czech Television showed.

The delivery signals a notable escalation against Russia by a NATO ally, raising the possibility that NATO could soon plunge itself into a direct military conflict with Russia despite carefully waging a proxy campaign since Russia’s incursion into Ukraine in February.

“Much more, several times more, can be done if we join forces with other allies,” said Czech Deputy Defense Minister Tomáš Kopečný.

Curiously, the shipment is not only funded by Prague, but by private donors through a crowdfunding campaign organized by the government.

Until today, NATO allies had refused to send heavy military equipment, instead opting to send anti-tank and anti-aircraft missiles, small arms and protective equipment, ammunition, and medical equipment to portray itself as less involved in the Ukraine-Russia conflict.

The U.S. Department of Defense has even shot down a proposal by Poland to send 28 MiG jets to Ukraine, claiming such a move would be “untenable.”

But all that changed following Ukraine’s questionable accusations of a massacre perpetrated by Russia in Bucha.

NATO chief Jens Stoltenberg warned Wednesday ahead of a NATO meeting in Brussels that the trans-Atlantic bloc will begin discussing other allied countries sending heavy military equipment to Ukraine, adding the conflict “could last months, even years.”

“Since the invasion allies have stepped up their support. I also expect that ministers when they meet today and tomorrow will discuss how they can further support Ukraine,” he said without providing details.

“I can say that the totality of what allies are doing is significant and that includes also some heavier systems combined with lighter systems.”

“We need also to be prepared for the long haul, both when it comes to supporting Ukraine, sustaining sanctions and strengthening our defenses,” he added.

Russia has withdrawn its forces from Kyiv and other regions of Ukraine to consolidate and regroup them in the eastern Donbas region of the country as part of its military operation’s “next phase.”

Now it appears that NATO is preparing its own phase to end its proxy campaign in favor of direct military intervention in Ukraine against a nuclear power.

Exposing the Propaganda to Isolate Russia and Ignite World War",Election
infowars,Election,7378,infowars,"Update (2053ET): Florida Governor Ron DeSantis (R) came out with a blistering response to the Monday FBI raid on former President Donald Trump’s Mar-a-Lago residence, reportedly in connection with materials Trump brought with him after leaving office.

“The raid of MAL is another escalation in the weaponization of federal agencies against the Regime’s political opponents, while people like Hunter Biden get treated with kid gloves,” said DeSantis. “Now the Regime is getting another 87k IRS agents to wield against its adversaries? Banana Republic.”

Moments ago, Donald Trump – who is still banned by Twitter – published a statement on Truth Social in which he said that his Florida home, Mar A Lago is “currently under siege, raided, and occupied by a large group of FBI agents“, an assault which according to Trump “could only take place in broken, Third-World Countries.” He is probably right. He also claims the Fed’s presence was unannounced and the reason was politically motivated.

His full statement posted on his Truth Social account is below:

Statement by Donald J. Trump, 45th President of the These are dark times for our Nation, as my beautiful home, Mar-A-Lago in Palm Beach, Florida, is currently under siege, raided, and occupied by a large group of FBI agents. Nothing like this has ever happened to a President of the United States before. After working and cooperating with the relevant Government agencies, this unannounced raid on my home was not necessary or appropriate. It is prosecutorial misconduct, the weaponization of the Justice System, and an attack by Radical Left Democrats who desperately don’t want me to run for President in 2024, especially based on recent polls, and who will likewise do anything to stop Republicans and Conservatives in the upcoming Midterm Elections. Such an assault could only take place in broken, Third-World Countries. Sadly, America has now become one of those Countries, corrupt at a level not seen before. They even broke into my safe! What is the difference between this and Watergate, where operatives broke into the Democrat National Committee? Here, in reverse, Democrats broke into the home of the 45th President of the United States. The political persecution of President Donald J. Trump has been going on for years, with the now fully debunked Russia, Russia, Russia Scam, Impeachment Hoax #1, Impeachment Hoax #2, and so much more, it just never ends. It is political targeting at the highest level! Hillary Clinton was allowed to delete and acid wash 33,000 E-mails AFTER they were subpoenaed by Congress. Absolutely nothing has happened to hold her accountable. She even took antique furniture, and other items from the White House. I stood up to America’s bureaucratic corruption, I restored power to the people, and truly delivered for our Country, like we have never seen before. The establishment hated it. Now, as they watch my endorsed candidates win big victories, and see my dominance in all polls, they are trying to stop me, and the Republican Party, once more. The lawlessness, political persecution, and Witch Hunt must be exposed and stopped.



I will continue to fight for the Great American People!

Local reporters confirmed the raid, saying the FBI executed a search warrant at Mar-a-Lago. “They just left,” although it isn’t clear what the search was about.

According to the New York Times:

The search, according to two people familiar with the investigation, appeared to be focused on material that Mr. Trump had brought with him to Mar-a-Lago, his private club and residence, after he left the White House. Those boxes contained many pages of classified documents, according to a person familiar with their contents. Mr. Trump delayed returning 15 boxes of material requested by officials with the National Archives for many months, only doing so when there became a threat of action being taken to retrieve them.

As Techno Fog notes, the politics of the search can’t be ignored. If the New York Times is to be believed, Trump’s purported crime – the delay of returning materials – could have been resolved in another manner not involving raiding his home and breaking open a personal safe. No doubt the search is an escalation by a desperate Regime confronted by their own failures at home and abroad.

This doesn’t necessarily mean there wasn’t another reason for the search. Could it have to do with the DOJ’s ongoing January 6 probe (although, given the politicization of Biden’s DOJ, that is no guarantee)? Maybe not, but it might be too soon to tell. Last week there was reporting that a federal grand jury investigating January 6 had issued subpoenas to the Trump White House Counsel, Pat Cipollone, and his top deputy, Patrick Philbin.

According to the author, it is possible that the roadmap for the DOJ comes from the January 6 Committee, “which has poured out the thin gruel of purported criminal charges against Trump, alleging he and others, including attorney John Eastman, could be charged with”:
• Obstruction of an Official Proceeding (18 USC 1512(c)(2)); and

Each of these counts, as well as the DOJ’s pursuit of Trump and his attorneys and advisors, amounts to the criminalization of politics, or as Technofog puts it, “arguments of law that might fail in the courts are now prosecutable offenses. Attempts to delay a vote count based on novel, and not corrupt, interpretations of the law can put you in prison. Issues surrounding the counting of state results or whether the Vice President can refuse to count electoral votes is a matter to be decided through the civil or political process, not through charges brought by vindictive opponents.”

Meanwhile, we are still waiting for an official comment:",Election
infowars,Election,8591,infowars,"Our special Election Day (and night) coverage of the most critical midterms in our nation’s history is now LIVE!

This extended broadcast began Tuesday at 8 am CST and will go on until Thursday at 2 am CST!

At 6 pm, hosts Owen Shroyer and Harrison Smith kick off the extended broadcast.

Alex Jones will then enter the arena at 6:30 pm and will be joined by an ensemble of MAJOR guests that include Steve Bannon, Roger Stone, Darren Beattie, Robert Barnes, Tyler Nixon, Patrick Howley, Jaimee Mitchell, David Icke, & Ali Alexander!

Be sure to join Alex Jones on GETTR & Telegram! Save the future and join the next Renaissance by following these NEW independent social media sites today!

LIVE Election Day Coverage With Alex Jones – The Deep State Is Attempting to Steal the Midterms Using the Exact Same Criminal Tactics From 2020!
• Alex Jones, his team, & an ensemble of insightful guests are broadcasting deep into the night as we chronicle the incredible spectacle of the American people trying to retake control of the nation from the transhumanist globalists!
• Watch & share this tremendous LIVE broadcast that will be a marathon of VITAL election coverage and exclusive analysis found nowhere else! Stay tuned for special guest list! The blueprint to defeat the NWO is now here! Order Alex Jones’ new book about The Great Reset before it’s too late! Link in this article!

Watch & share this explosive edition of the most banned broadcast in the world:

Left-wing radicals are attempting to destroy Alex Jones via the court system! Please help Alex by making a donation to his legal defense at Saveinfowars.com to keep him in the fight! Don’t let the NWO be successful with their latest tactic against Free Speech!

Stay informed and sign up for the Infowars Newsletter HERE.

Discover the Death Star Plans to stop the NWO with Alex Jones’ new book, ‘The Great Reset: And the War for the World‘ that’s topping Amazon’s charts despite the unprecedented censorship & political persecution against Infowars!

Please DONATE TODAY to keep Infowars on the air so we can defend the First Amendment and fight the globalist agenda!

CLICK HERE to watch our live feed that’s now streaming 24/7 on GETTR! Also, be sure to follow Alex Jones and Banned.video on GETTR for breaking news and exclusive information!

The American Journal! Special LIVE Broadcast: Election Day – Media Launches Disinfo Campaign Ahead of Democrat Voter Fraud

“The American Journal” is live every weekday from 8-11 am CST.",Election
infowars,Election,7691,infowars,"White House Press Secretary Karine Jean-Pierre [KJP] told the American people during a Wednesday press conference that Joe Biden sees Trump supporters as an “extreme threat to democracy.“

“The president thinks there’s an extremist threat to our democracy. The president has been clear as he can be on that particular piece when we talk about our democracy, when we talk about our freedoms,” Jean-Pierre said. “The way he sees it is the MAGA Republicans are the most energized part of the Republican party. This is an extreme threat to our democracy, to our freedom, to our rights.”

Continuing, the press secretary laughably said, “They [MAGA Republicans] just don’t respect the rule of law. You’ve heard that from the president and they are pursuing an agenda that takes away people’s rights, which is what the president said last week, you all heard him. This is what the president said yesterday and that’s what he’s going to continue to say. The president is not going to shy away to call out what he clearly sees is happening in this country. Again, MAGA Republicans are this extreme part of their party and that is just facts.”

Later during the Wednesday press conference, Jean-Pierre named several GOP politicians and claimed they publicly support violence.

Each instance KJP referred to was either extremely exaggerated or outright false.

After calling tens of millions of American voters violent extremists, the White House Press Secretary dodged a question from a reporter about how Biden would differentiate “ultra MAGA” folks from the average GOP voter, suddenly saying she “can’t talk about voters from here.”

The Democrat Party is consistently choosing to promote the narrative that Republican voters and politicians are the enemy of Democrat voters as Joe Biden also called GOP voters “semi-fascists” last week.

The current chair of the Democratic National Committee Jaime Harrison defended the comments on CBS News this week.

The clearly divisive and hypocritical rhetoric was slammed online.

Breitbart podcast host Joel Pollack called on Jean-Pierre to “resign” for the “inflammatory message.”

The Media Research Center sarcastically asked, “Does Joe Biden recognize the rule of law for his son, Hunter?”

“Way to win the goodwill of people who disagree with you, Karine,” the Daily Caller wrote.",Election
infowars,Election,7268,infowars,"The Swedish government has proposed lowering the age threshold for changing one’s legal gender in the population register from 18 to 16.

The suggestion is part of the referral to the Legislative Council concerning a new gender identity law.

The current gender identity law, introduced some 50 years ago, was the first of its kind in the world, and its replacement has long been discussed and requested by LGBT organizations as well as several parliamentary parties.

Social Affairs Minister Lena Hallengren emphasized that the novel approach distinguishes between the legal and the medical sphere.

“It is one thing to change legal gender, and we make the assessment in favor of lowering the age limit from 18 to 16 years. When we, on the other hand, talk about medical sex, which is preceded by gender-affirming treatments and medical interventions, the age limit remains,” Lena Hallengren told Swedish Radio.

However, the new approach facilitates making medical changes easier as well. According to the new bill, it will be up to the health and medical services to allow gender-affirming surgery, whereas permits from the National Board of Health and Welfare will no longer be required.

“The question is that healthcare is to assess which treatment is best. Not politics,” Hallengren told Swedish Radio.

The novel proposal has been toned down in comparison to last year’s proposal, in which the government wanted to make it possible for children to apply for a new legal gender in the population register starting from the age of 12.

The Swedish parliament is currently on vacation and expects the Legislative Council to take a position on the bill only after the general election this coming fall.On social media, the proposal has raised eyebrows.

“This is just weird. As a 16-year-old, you will be allowed to change your legal gender but not buy snuff or cigarettes? Not saying one is better than the other, just that it’s weird,” one user wrote.

Others accused the governing Social Democrats of seducing voters ahead of the coming election.

“The socialists are buying votes from the alphabet soup. Just before the election, there will be a lot of this to different groups in the next few months. Don’t buy into it,” another user said.

Sweden has long been celebrated across the Western world for having some of the most liberal LGBT laws. Polls have consistently suggested that an overwhelming majority of Swedes (well over 90 percent) are in favor of LGBT rights and same-sex marriage. LGBT ideology has been supported by all major institutions, ranging from the government and the authorities to the church and the military.

After legalizing homosexual activity in 1944, Sweden became the first country in the world to allow transgender people to change their legal gender following reassignment surgery in 1972, simultaneously declassifying transvestism as an illness. Legal gender change without matching hormone replacement therapy and sex reassignment surgery was allowed in 2013.

However, as the number of adolescents undergoing sex reassignment procedures has shot through the roof across Scandinavia in recent years, doctors have been ringing the alarm bells about a growing number of so-called “regretters” who, plagued by problems that may have only been temporary, opted for irreversible treatment and are left badly disfigured and mentally anguished, sometimes to the point of suicide.

The desire for sex change has been particularly evident among adolescent girls, with the number of patients diagnosed with “gender dysphoria” soaring by more than an order of magnitude within a decade.

MEDIA BOMBSHELL : Steve Bannon talks about the Great Reset with Alex Jones.",Election
